uid,p2overhead
unit.001269,0.011223
unit.001270,0.012829
unit.001271,0.012392
unit.001272,0.044529
unit.001273,0.013322
unit.001274,0.011438
unit.001275,0.012786
unit.001276,0.012393
unit.001277,0.011889
unit.001278,0.013974
unit.001279,0.011169
unit.001280,0.011939
unit.001281,0.012416
unit.001282,0.011968
unit.001283,0.012544
unit.001284,0.066454
unit.001285,0.010839
unit.001286,0.012145
unit.001287,0.012406
unit.001288,0.011533
unit.001289,0.010057
unit.001290,0.012427
unit.001291,0.010372
unit.001292,0.012504
unit.001293,0.249202
unit.001294,0.114435
unit.001295,0.010396
unit.001296,0.01115
unit.001297,0.011371
unit.001298,0.011094
unit.001299,0.011035
unit.001300,0.01093
unit.001301,0.01071
unit.001302,0.011201
unit.001303,0.011311
unit.001304,0.011375
unit.001305,0.086408
unit.001306,0.010707
unit.001307,0.01032
unit.001308,0.009264
unit.001309,0.010868
unit.001310,0.0117
unit.001311,0.011929
unit.001312,0.011382
unit.001313,0.01839
unit.001314,0.008701
unit.001315,0.010475
unit.001316,0.009568
unit.001317,0.010762
unit.001318,0.011264
unit.001319,0.010137
unit.001320,0.014064
unit.001321,0.010339
unit.001322,0.021297
unit.001323,0.010666
unit.001324,0.010637
unit.001325,0.072576
unit.001326,0.008886
unit.001327,0.01082
unit.001328,0.011304
unit.001329,0.011156
unit.001330,0.011823
unit.001331,0.010939
unit.001332,0.009496
unit.001333,0.011066
unit.001334,0.012123
unit.001335,0.011747
unit.001336,0.012178
unit.001337,0.011584
unit.001338,0.013154
unit.001339,0.012498
unit.001340,0.012506
unit.001341,0.012398
unit.001342,0.012411
unit.001343,0.012842
unit.001344,0.01068
unit.001345,0.010413
unit.001346,0.070636
unit.001347,0.013843
unit.001348,0.01223
unit.001349,0.016778
unit.001350,0.012811
unit.001351,0.01321
unit.001352,0.01261
unit.001353,0.011331
unit.001354,0.043408
unit.001355,0.015641
unit.001356,0.016445
unit.001357,0.012272
unit.001358,0.011039
unit.001359,0.011198
unit.001360,0.013165
unit.001361,0.011163
unit.001362,0.012239
unit.001363,0.013293
unit.001364,0.012835
unit.001365,0.011372
unit.001366,0.074093
unit.001367,0.012028
unit.001368,0.0119
unit.001369,0.011905
unit.001370,0.013095
unit.001371,0.012009
unit.001372,0.011696
unit.001373,0.011373
unit.001374,0.011399
unit.001375,0.011496
unit.001376,0.010633
unit.001377,0.010968
unit.001378,0.01174
unit.001379,0.011105
unit.001380,0.00905
unit.001381,0.011311
unit.001382,0.021512
unit.001383,0.011375
unit.001384,0.010713
unit.001385,0.009716
unit.001386,0.009544
unit.001387,0.068129
unit.001388,0.0111
unit.001389,0.00953
unit.001390,0.010847
unit.001391,0.01152
unit.001392,0.011509
unit.001393,0.01164
unit.001394,0.0111
unit.001395,0.047933
unit.001396,0.012977
unit.001397,0.012119
unit.001398,0.011904
unit.001399,0.012005
unit.001400,0.011931
unit.001401,0.012257
unit.001402,0.012068
unit.001403,0.013027
unit.001404,0.01238
unit.001405,0.012388
unit.001406,0.012621
unit.001407,0.068733
unit.001408,0.013085
unit.001409,0.012554
unit.001410,0.011003
unit.001411,0.012533
unit.001412,0.012869
unit.001413,0.013227
unit.001414,0.012853
unit.001415,0.012392
unit.001416,0.01016
unit.001417,0.00976
unit.001418,0.011253
unit.001419,0.010839
unit.001420,0.017521
unit.001421,0.010465
unit.001422,0.008865
unit.001423,0.010671
unit.001424,0.010902
unit.001425,0.010706
unit.001426,0.00955
unit.001427,0.01053
unit.001428,0.07289
unit.001429,0.011337
unit.001430,0.01132
unit.001431,0.01145
unit.001432,0.011628
unit.001433,0.011307
unit.001434,0.010563
unit.001435,0.011863
unit.001436,0.043269
unit.001437,0.011225
unit.001438,0.011458
unit.001439,0.01001
unit.001440,0.010095
unit.001441,0.010231
unit.001442,0.010592
unit.001443,0.011046
unit.001444,0.010095
unit.001445,0.009659
unit.001446,0.010332
unit.001447,0.009105
unit.001448,0.064949
unit.001449,0.010004
unit.001450,0.010542
unit.001451,0.010191
unit.001452,0.01089
unit.001453,0.008562
unit.001454,0.010201
unit.001455,0.011146
unit.001456,0.010154
unit.001457,0.011156
unit.001458,0.012888
unit.001459,0.011984
unit.001460,0.011809
unit.001461,0.011923
unit.001462,0.009902
unit.001463,0.010399
unit.001464,0.011858
unit.001465,0.012313
unit.001466,0.012133
unit.001467,0.013163
unit.001468,0.012115
unit.001469,0.084413
unit.001470,0.01211
unit.001471,0.011534
unit.001472,0.012069
unit.001473,0.012553
unit.001474,0.011482
unit.001475,0.011768
unit.001476,0.010698
unit.001477,0.041332
unit.001478,0.009498
unit.001479,0.011343
unit.001480,0.010936
unit.001481,0.010113
unit.001482,0.009764
unit.001483,0.010278
unit.001484,0.011457
unit.001485,0.010698
unit.001486,0.010486
unit.001487,0.010023
unit.001488,0.012031
unit.001489,0.066034
unit.001490,0.011578
unit.001491,0.011265
unit.001492,0.01125
unit.001493,0.010833
unit.001494,0.01132
unit.001495,0.011403
unit.001496,0.01159
unit.001497,0.009559
unit.001498,0.012561
unit.001499,0.013112
unit.001500,0.01248
unit.001501,0.013527
unit.001502,0.013212
unit.001503,0.013241
unit.001504,0.012962
unit.001505,0.012791
unit.001506,0.012787
unit.001507,0.013015
unit.001508,0.012672
unit.001509,0.013404
unit.001510,0.104914
unit.001511,0.013143
unit.001512,0.013044
unit.001513,0.012587
unit.001514,0.012818
unit.001515,0.013917
unit.001516,0.013143
unit.001517,0.013626
unit.001518,0.043575
unit.001519,0.011753
unit.001520,0.012559
unit.001521,0.011233
unit.001522,0.0111
unit.001523,0.012239
unit.001524,0.010674
unit.001525,0.012363
unit.001526,0.012422
unit.001527,0.011278
unit.001528,0.01182
unit.001529,0.012274
unit.001530,0.061692
unit.001531,0.012236
unit.001532,0.012011
unit.001533,0.011437
unit.001534,0.011836
unit.001535,0.01205
unit.001536,0.01133
unit.001537,0.01042
unit.001538,0.011684
unit.001539,0.012873
unit.001540,0.013748
unit.001541,0.013728
unit.001542,0.012783
unit.001543,0.013275
unit.001544,0.012971
unit.001545,0.013167
unit.001546,0.013027
unit.001547,0.013096
unit.001548,0.012329
unit.001549,0.012778
unit.001550,0.011552
unit.001551,0.070706
unit.001552,0.013406
unit.001553,0.014099
unit.001554,0.013461
unit.001555,0.014204
unit.001556,0.013557
unit.001557,0.013414
unit.001558,0.012997
unit.001559,0.097676
unit.001560,0.014289
unit.001561,0.012798
unit.001562,0.01186
unit.001563,0.013876
unit.001564,0.01216
unit.001565,0.012544
unit.001566,0.012251
unit.001567,0.01274
unit.001568,0.01273
unit.001569,0.013054
unit.001570,0.012438
unit.001571,0.095985
unit.001572,0.011328
unit.001573,0.012551
unit.001574,0.012685
unit.001575,0.013339
unit.001576,0.010816
unit.001577,0.012662
unit.001578,0.037392
unit.001579,0.012975
unit.001580,0.012005
unit.001581,0.011004
unit.001582,0.011646
unit.001583,0.011653
unit.001584,0.011772
unit.001585,0.011713
unit.001586,0.012021
unit.001587,0.011492
unit.001588,0.012078
unit.001589,0.011917
unit.001590,0.012695
unit.001591,0.01118
unit.001592,0.074015
unit.001593,0.011267
unit.001594,0.011227
unit.001595,0.011946
unit.001596,0.011728
unit.001597,0.011717
unit.001598,0.012179
unit.001599,0.01019
unit.001600,0.047578
unit.001601,0.011339
unit.001602,0.01155
unit.001603,0.012556
unit.001604,0.010992
unit.001605,0.011896
unit.001606,0.018045
unit.001607,0.009665
unit.001608,0.011193
unit.001609,0.009686
unit.001610,0.011248
unit.001611,0.011442
unit.001612,0.068181
unit.001613,0.012004
unit.001614,0.012186
unit.001615,0.012331
unit.001616,0.01018
unit.001617,0.010386
unit.001618,0.011709
unit.001619,0.010558
unit.001620,0.014334
unit.001621,0.011192
unit.001622,0.013324
unit.001623,0.012676
unit.001624,0.013744
unit.001625,0.011296
unit.001626,0.012005
unit.001627,0.013491
unit.001628,0.013316
unit.001629,0.013452
unit.001630,0.013324
unit.001631,0.013254
unit.001632,0.013869
unit.001633,0.068582
unit.001634,0.012036
unit.001635,0.01435
unit.001636,0.025612
unit.001637,0.011805
unit.001638,0.012023
unit.001639,0.014149
unit.001640,0.014093
unit.001641,0.020303
unit.001642,0.012334
unit.001643,0.013537
unit.001644,0.012397
unit.001645,0.012783
unit.001646,0.010305
unit.001647,0.013855
unit.001648,0.012759
unit.001649,0.013635
unit.001650,0.01201
unit.001651,0.010155
unit.001652,0.010827
unit.001653,0.074922
unit.001654,0.012352
unit.001655,0.012157
unit.001656,0.010351
unit.001657,0.012704
unit.001658,0.012004
unit.001659,0.009836
unit.001660,0.009811
unit.001661,0.01121
unit.001662,0.011128
unit.001663,0.014013
unit.001664,0.013078
unit.001665,0.011669
unit.001666,0.013663
unit.001667,0.013471
unit.001668,0.012887
unit.001669,0.013249
unit.001670,0.012877
unit.001671,0.013184
unit.001672,0.013142
unit.001673,0.012713
unit.001674,0.113405
unit.001675,0.012745
unit.001676,0.012552
unit.001677,0.012934
unit.001678,0.013098
unit.001679,0.012955
unit.001680,0.012408
unit.001681,0.012837
unit.001682,0.04418
unit.001683,0.011498
unit.001684,0.01096
unit.001685,0.010946
unit.001686,0.010803
unit.001687,0.011499
unit.001688,0.01046
unit.001689,0.01128
unit.001690,0.010923
unit.001691,0.009766
unit.001692,0.009312
unit.001693,0.010828
unit.001694,0.075117
unit.001695,0.009688
unit.001696,0.011284
unit.001697,0.010745
unit.001698,0.011081
unit.001699,0.012701
unit.001700,0.011077
unit.001701,0.010826
unit.001702,0.01162
unit.001703,0.012561
unit.001704,0.01378
unit.001705,0.011548
unit.001706,0.016183
unit.001707,0.012812
unit.001708,0.012644
unit.001709,0.011662
unit.001710,0.012716
unit.001711,0.013376
unit.001712,0.012876
unit.001713,0.013106
unit.001714,0.012983
unit.001715,0.123765
unit.001716,0.013066
unit.001717,0.013185
unit.001718,0.013352
unit.001719,0.012902
unit.001720,0.012794
unit.001721,0.012966
unit.001722,0.012834
unit.001723,0.044755
unit.001724,0.012766
unit.001725,0.011404
unit.001726,0.010893
unit.001727,0.011366
unit.001728,0.011331
unit.001729,0.014809
unit.001730,0.01166
unit.001731,0.014295
unit.001732,0.010677
unit.001733,0.010961
unit.001734,0.010774
unit.001735,0.074841
unit.001736,0.011633
unit.001737,0.011569
unit.001738,0.013584
unit.001739,0.00981
unit.001740,0.011711
unit.001741,0.012041
unit.001742,0.011336
unit.001743,0.011664
unit.001744,0.011396
unit.001745,0.013273
unit.001746,0.013051
unit.001747,0.011707
unit.001748,0.012942
unit.001749,0.01277
unit.001750,0.012932
unit.001751,0.01271
unit.001752,0.01283
unit.001753,0.013098
unit.001754,0.012726
unit.001755,0.01284
unit.001756,0.070409
unit.001757,0.012904
unit.001758,0.013037
unit.001759,0.013063
unit.001760,0.012995
unit.001761,0.011318
unit.001762,0.011626
unit.001763,0.011659
unit.001764,0.03298
unit.001765,0.011148
unit.001766,0.011872
unit.001767,0.010696
unit.001768,0.011928
unit.001769,0.011068
unit.001770,0.009521
unit.001771,0.010659
unit.001772,0.00995
unit.001773,0.011168
unit.001774,0.009475
unit.001775,0.011681
unit.001776,0.072922
unit.001777,0.010361
unit.001778,0.009227
unit.001779,0.009354
unit.001780,0.010007
unit.001781,0.010252
unit.001782,0.012334
unit.001783,0.011338
unit.001784,0.011636
unit.001785,0.013335
unit.001786,0.013456
unit.001787,0.014073
unit.001788,0.013824
unit.001789,0.013158
unit.001790,0.013534
unit.001791,0.013157
unit.001792,0.011445
unit.001793,0.01428
unit.001794,0.013153
unit.001795,0.012803
unit.001796,0.013192
unit.001797,0.068678
unit.001798,0.013158
unit.001799,0.012413
unit.001800,0.011171
unit.001801,0.011601
unit.001802,0.011991
unit.001803,0.011205
unit.001804,0.013489
unit.001805,0.07772
unit.001806,0.013901
unit.001807,0.012573
unit.001808,0.011992
unit.001809,0.011342
unit.001810,0.01209
unit.001811,0.011102
unit.001812,0.012723
unit.001813,0.01297
unit.001814,0.014207
unit.001815,0.012999
unit.001816,0.012331
unit.001817,0.063582
unit.001818,0.012159
unit.001819,0.012487
unit.001820,0.012465
unit.001821,0.010787
unit.001822,0.012298
unit.001823,0.011959
unit.001824,0.011037
unit.001825,0.012516
unit.001826,0.0123
unit.001827,0.010868
unit.001828,0.012428
unit.001829,0.010655
unit.001830,0.011186
unit.001831,0.011509
unit.001832,0.011231
unit.001833,0.010746
unit.001834,0.010943
unit.001835,0.010216
unit.001836,0.00888
unit.001837,0.010427
unit.001838,0.107334
unit.001839,0.011525
unit.001840,0.011786
unit.001841,0.011392
unit.001842,0.014101
unit.001843,0.01001
unit.001844,0.011965
unit.001845,0.010527
unit.001846,0.063647
unit.001847,0.012095
unit.001848,0.013749
unit.001849,0.013518
unit.001850,0.01189
unit.001851,0.011757
unit.001852,0.009091
unit.001853,0.010032
unit.001854,0.009299
unit.001855,0.011682
unit.001856,0.011547
unit.001857,0.009242
unit.001858,0.06787
unit.001859,0.011689
unit.001860,0.011859
unit.001861,0.011641
unit.001862,0.011036
unit.001863,0.011473
unit.001864,0.011243
unit.001865,0.011157
unit.001866,0.01125
unit.001867,0.012798
unit.001868,0.011784
unit.001869,0.013436
unit.001870,0.013753
unit.001871,0.013844
unit.001872,0.010883
unit.001873,0.013785
unit.001874,0.013549
unit.001875,0.014217
unit.001876,0.013929
unit.001877,0.013626
unit.001878,0.01365
unit.001879,0.06383
unit.001880,0.01307
unit.001881,0.013198
unit.001882,0.013414
unit.001883,0.013528
unit.001884,0.012846
unit.001885,0.013405
unit.001886,0.013195
unit.001887,0.048335
unit.001888,0.00914
unit.001889,0.012463
unit.001890,0.011727
unit.001891,0.010776
unit.001892,0.010749
unit.001893,0.01099
unit.001894,0.010784
unit.001895,0.011335
unit.001896,0.010967
unit.001897,0.011257
unit.001898,0.011463
unit.001899,0.059562
unit.001900,0.010551
unit.001901,0.011595
unit.001902,0.011367
unit.001903,0.012109
unit.001904,0.011751
unit.001905,0.011691
unit.001906,0.011277
unit.001907,0.010075
unit.001908,0.013069
unit.001909,0.013319
unit.001910,0.012856
unit.001911,0.013487
unit.001912,0.013554
unit.001913,0.012042
unit.001914,0.011565
unit.001915,0.0135
unit.001916,0.013878
unit.001917,0.015588
unit.001918,0.011933
unit.001919,0.013482
unit.001920,0.08789
unit.001921,0.013844
unit.001922,0.013375
unit.001923,0.01368
unit.001924,0.013446
unit.001925,0.012342
unit.001926,0.0136
unit.001927,0.012992
unit.001928,0.046038
unit.001929,0.014063
unit.001930,0.013926
unit.001931,0.012926
unit.001932,0.011135
unit.001933,0.01305
unit.001934,0.013226
unit.001935,0.01403
unit.001936,0.012165
unit.001937,0.013047
unit.001938,0.013064
unit.001939,0.012393
unit.001940,0.066612
unit.001941,0.013299
unit.001942,0.013222
unit.001943,0.013509
unit.001944,0.013231
unit.001945,0.013118
unit.001946,0.013029
unit.001947,0.013131
unit.001948,0.01402
unit.001949,0.012404
unit.001950,0.010762
unit.001951,0.009815
unit.001952,0.011419
unit.001953,0.011451
unit.001954,0.010186
unit.001955,0.011606
unit.001956,0.011525
unit.001957,0.011141
unit.001958,0.011518
unit.001959,0.011701
unit.001960,0.012014
unit.001961,0.083538
unit.001962,0.013052
unit.001963,0.010865
unit.001964,0.011859
unit.001965,0.012386
unit.001966,0.012508
unit.001967,0.011661
unit.001968,0.011454
unit.001969,0.045165
unit.001970,0.009189
unit.001971,0.011676
unit.001972,0.012618
unit.001973,0.009113
unit.001974,0.011425
unit.001975,0.011684
unit.001976,0.021524
unit.001977,0.009574
unit.001978,0.013015
unit.001979,0.009865
unit.001980,0.012171
unit.001981,0.068662
unit.001982,0.011862
unit.001983,0.011282
unit.001984,0.009377
unit.001985,0.009844
unit.001986,0.01072
unit.001987,0.011663
unit.001988,0.011669
unit.001989,0.010004
unit.001990,0.013264
unit.001991,0.0138
unit.001992,0.014496
unit.001993,0.013721
unit.001994,0.014362
unit.001995,0.012206
unit.001996,0.013531
unit.001997,0.013983
unit.001998,0.013616
unit.001999,0.014168
unit.002000,0.01179
unit.002001,0.02375
unit.002002,0.091408
unit.002003,0.013374
unit.002004,0.013643
unit.002005,0.013894
unit.002006,0.01207
unit.002007,0.013618
unit.002008,0.013562
unit.002009,0.013524
unit.002010,0.035827
unit.002011,0.011276
unit.002012,0.012148
unit.002013,0.010759
unit.002014,0.010971
unit.002015,0.011761
unit.002016,0.011335
unit.002017,0.011089
unit.002018,0.011745
unit.002019,0.011299
unit.002020,0.01151
unit.002021,0.011864
unit.002022,0.068849
unit.002023,0.012218
unit.002024,0.011699
unit.002025,0.012148
unit.002026,0.013879
unit.002027,0.014214
unit.002028,0.011621
unit.002029,0.011695
unit.002030,0.013124
unit.002031,0.013172
unit.002032,0.013498
unit.002033,0.013701
unit.002034,0.01313
unit.002035,0.01337
unit.002036,0.013465
unit.002037,0.013554
unit.002038,0.011814
unit.002039,0.013479
unit.002040,0.013571
unit.002041,0.013409
unit.002042,0.013949
unit.002043,0.10341
unit.002044,0.013588
unit.002045,0.01424
unit.002046,0.013896
unit.002047,0.013504
unit.002048,0.014287
unit.002049,0.01403
unit.002050,0.014185
unit.002051,0.048298
unit.002052,0.010831
unit.002053,0.012297
unit.002054,0.011646
unit.002055,0.012573
unit.002056,0.020071
unit.002057,0.011021
